lokasi,judul,deskripsi,harga_bersih,kamar_tidur,kamar_mandi,luas_tanah_m2,luas_bangunan,tanggal_clean,kecamatan,catatan
"Soekarno Hatta, Malang","Lokasisuhat dekat patung pesawat.  Luas tanah 210 m2 Luas Bangunan  1,5 lt  5 Kamar tidur ( 1 KT utama ) 3 Kamar mandi 1 Ruang tamu 1 Ruang makan /...","Lokasisuhat dekat patung pesawat.  Luas tanah 210 m2 Luas Bangunan  1,5 lt  5 Kamar tidur ( 1 KT utama ) 3 Kamar mandi 1 Ruang tamu 1 Ruang makan /...",3500000000.0,5.0,3.0,210.0,325.0,2026-02-15,Lowokwaru,Aman
"Lowokwaru, Malang","Rumah bergaya minimalis di Lowokwaru.  Cek segera rumah 1 lantai yang modern ini,  dijual dengan pemandangan permukiman warga yang menambah nilai e...","Rumah bergaya minimalis di Lowokwaru.  Cek segera rumah 1 lantai yang modern ini,  dijual dengan pemandangan permukiman warga yang menambah nilai e...",1600000000.0,5.0,3.0,210.0,180.0,2026-02-15,Lowokwaru,Aman
"Araya, Malang","Dijual Rumah 2 Lantai Minimalis Modern di Valley Araya, Malang   Luas Tanah 60 m²  Luas Bangunan 58 m² 2 Lantai Status Sertifikat SHM Kamar Tidur...","Dijual Rumah 2 Lantai Minimalis Modern di Valley Araya, Malang   Luas Tanah 60 m²  Luas Bangunan 58 m² 2 Lantai Status Sertifikat SHM Kamar Tidur...",900000000.0,2.0,2.0,60.0,58.0,2026-02-15,Blimbing,Aman
"Blimbing, Malang","Rumah dijual di Blimbing, Kota Malang. Rumah ini berada di 0 jalan raya, sangat cocok digunakan sebagai tempat usaha/perkantoran. Cocok juga untuk ...","Rumah dijual di Blimbing, Kota Malang. Rumah ini berada di 0 jalan raya, sangat cocok digunakan sebagai tempat usaha/perkantoran. Cocok juga untuk ...",4500000000.0,5.0,1.0,226.0,135.0,2026-02-15,Blimbing,Aman
"Sawojajar, Malang","DIJUAL RUMAH DALAM PERUMAHAN - TENGAH KOTA MALANG | LOKASI RAMAI & STRATEGIS  Rumah siap huni di kawasan padat penduduk, dikelilingi area kuliner, ...","DIJUAL RUMAH DALAM PERUMAHAN - TENGAH KOTA MALANG | LOKASI RAMAI & STRATEGIS  Rumah siap huni di kawasan padat penduduk, dikelilingi area kuliner, ...",1300000000.0,4.0,2.0,127.0,100.0,2026-02-15,Blimbing,Aman
"Lowokwaru, Malang","Rumah Dijual di Green Orchid, Lowokwaru, Malang  Luas tanah 90 m² Luas bangunan 85 m² Kamar tidur 3 Kamar mandi 2 Sertifikat Hak Milik Hadap Bara...","Rumah Dijual di Green Orchid, Lowokwaru, Malang  Luas tanah 90 m² Luas bangunan 85 m² Kamar tidur 3 Kamar mandi 2 Sertifikat Hak Milik Hadap Bara...",1900000000.0,3.0,2.0,90.0,85.0,2026-02-15,Lowokwaru,Aman
"Lowokwaru, Malang","Rumah 2 Lantai Fully Furnished - Siap Huni di Lokasi Premium Malang  Hunian siap langsung ditempati, desain nyaman dengan furnitur lengkap. Lokasi ...","Rumah 2 Lantai Fully Furnished - Siap Huni di Lokasi Premium Malang  Hunian siap langsung ditempati, desain nyaman dengan furnitur lengkap. Lokasi ...",990000000.0,3.0,2.0,75.0,140.0,2026-02-15,Lowokwaru,Aman
"Araya, Malang","Dijual Rumah di PBI araya Malang  Luas tanah : 171 m²  Luas Bangun : 150 m² Dimensi : 10 x 17,1m Lantai  : 1 lantai Status setifikat : SHM Mengha...","Dijual Rumah di PBI araya Malang  Luas tanah : 171 m²  Luas Bangun : 150 m² Dimensi : 10 x 17,1m Lantai  : 1 lantai Status setifikat : SHM Mengha...",1700000000.0,3.0,2.0,171.0,150.0,2026-02-15,Blimbing,Aman
"Lowokwaru, Malang",*Dijual Rumah 2 Lantai di Kedawung Lowokwaru Kota Malang*  Spesifikasi  -Legalitas : SHM -IMB/PBG : Ready -Luas Tanah : 200 m² -Dimensi : 10 x 20 ...,*Dijual Rumah 2 Lantai di Kedawung Lowokwaru Kota Malang*  Spesifikasi  -Legalitas : SHM -IMB/PBG : Ready -Luas Tanah : 200 m² -Dimensi : 10 x 20 ...,3000000000.0,5.0,3.0,200.0,350.0,2026-02-15,Lowokwaru,Aman
"Kedungkandang, Malang","Investasi Hunian Premium di Kota Malang  Rumah Modern Classic di dataran tinggi Malang dengan udara sejuk, nyaman, dan lingkungan tenang. Plafon 5 ...","Investasi Hunian Premium di Kota Malang  Rumah Modern Classic di dataran tinggi Malang dengan udara sejuk, nyaman, dan lingkungan tenang. Plafon 5 ...",399000000.0,2.0,1.0,66.0,40.0,2026-02-15,Kedungkandang,Aman
"Lowokwaru, Malang","DIJUAL RUMAH MINIMALIS - FULLY FURNISHED - SIAP HUNI Lokasi : Perumahan Permata Jingga, SoeHatt - Malang Spesifikasi : Luas Tanah : 105m2 Luas Bang...","DIJUAL RUMAH MINIMALIS - FULLY FURNISHED - SIAP HUNI Lokasi : Perumahan Permata Jingga, SoeHatt - Malang Spesifikasi : Luas Tanah : 105m2 Luas Bang...",1800000000.0,3.0,2.0,105.0,90.0,2026-02-15,Lowokwaru,Aman
"Sukun, Malang",Hunian modern konsep minimalis modern di tengah kota malang kawasan sdh ada peghuni utk lingkungan aman dan asri dgn view pegunungan dan persawahan...,Hunian modern konsep minimalis modern di tengah kota malang kawasan sdh ada peghuni utk lingkungan aman dan asri dgn view pegunungan dan persawahan...,420000000.0,2.0,2.0,60.0,47.0,2026-02-15,Sukun,Aman
"Kedungkandang, Malang","Di jual rumah villa kota malang   Berkonsep modern clasiic kawasan mandiri yang nyaman, tenang dan asri di dataran tinggi dengan view pegunungan da...","Di jual rumah villa kota malang   Berkonsep modern clasiic kawasan mandiri yang nyaman, tenang dan asri di dataran tinggi dengan view pegunungan da...",399000000.0,2.0,1.0,66.0,40.0,2026-02-15,Kedungkandang,Aman
"Tidar, Malang","Dijual Cepat Rumah Full Furnish di Greenland, Tidar, Malang  Harga : 1,3 M nego  Spesifikasi : Luas Tanah: 120 m2 Luas Bangunan: 75 m2 Dimensi : 8x...","Dijual Cepat Rumah Full Furnish di Greenland, Tidar, Malang  Harga : 1,3 M nego  Spesifikasi : Luas Tanah: 120 m2 Luas Bangunan: 75 m2 Dimensi : 8x...",1300000000.0,2.0,1.0,120.0,75.0,2026-02-15,Sukun,Aman
"Klojen, Malang","Dijual Rumah Klasik Hitung Tanah di Tengah Kota Malang
 
 ✅️ cocok untuk dijadikan kost2an eksklusif/usaha lainnya seperti guest house dll
 ✅...","Dijual Rumah Klasik Hitung Tanah di Tengah Kota Malang
 
 ✅️ cocok untuk dijadikan kost2an eksklusif/usaha lainnya seperti guest house dll
 ✅...",11000000000.0,5.0,4.0,573.0,250.0,2026-02-15,Klojen,Ada kata 'kos/kost' di judul
"Blimbing, Malang","Rumah Bagus Jalan Kembar di Perumahan Elite Poros Jalan Sulfat.  Lokasi berada di area perumahan Sulfat, mudah diakses dan row jalanan yang lebar. ...","Rumah Bagus Jalan Kembar di Perumahan Elite Poros Jalan Sulfat.  Lokasi berada di area perumahan Sulfat, mudah diakses dan row jalanan yang lebar. ...",2550000000.0,5.0,3.0,251.0,179.0,2026-02-15,Blimbing,Aman
"Blimbing, Malang",TURUN HARGA  *Dijual Rumah Siap Huni Lokasi Strategis Tengah Kota Di daerah Ciliwung Malang*  Luas Tanah 82 Luas Bangunan 52 Kamar Tidur 2 Kamar Ma...,TURUN HARGA  *Dijual Rumah Siap Huni Lokasi Strategis Tengah Kota Di daerah Ciliwung Malang*  Luas Tanah 82 Luas Bangunan 52 Kamar Tidur 2 Kamar Ma...,950000000.0,2.0,1.0,82.0,52.0,2026-02-15,Blimbing,Aman
"Dieng, Malang","DIJUAL RUMAH MODERN SIAP HUNI HARGA MIRING   Lokasi : PERUMAHAN ELITE  AUSTINVILLE DIENG MALANG   KAWASAN HUNIAN PERUMAHAN ELITE YANG NYAMAN, AMAN ...","DIJUAL RUMAH MODERN SIAP HUNI HARGA MIRING   Lokasi : PERUMAHAN ELITE  AUSTINVILLE DIENG MALANG   KAWASAN HUNIAN PERUMAHAN ELITE YANG NYAMAN, AMAN ...",1300000000.0,2.0,1.0,120.0,80.0,2026-02-15,Sukun,Aman
"Lowokwaru, Malang","Dijual cepat rumah 2 lantai di Perum Merjosari, Lowokwaru - Kota Malang :fire:   Lokasi strategis kawasan kampus & hunian nyaman LT 67 m² | LB 72 ...","Dijual cepat rumah 2 lantai di Perum Merjosari, Lowokwaru - Kota Malang :fire:   Lokasi strategis kawasan kampus & hunian nyaman LT 67 m² | LB 72 ...",550000000.0,3.0,1.0,67.0,72.0,2026-02-15,Lowokwaru,Aman
"Sukun, Malang",Spesifikasi: Note : Proses Finishing  Legalitas : SHM IMB/PBG : Ready Luas Tanah : 80 m² Luas Bangunan : 105 m²  Kamar Tidur : 3 Kamar Mandi : 2 ...,Spesifikasi: Note : Proses Finishing  Legalitas : SHM IMB/PBG : Ready Luas Tanah : 80 m² Luas Bangunan : 105 m²  Kamar Tidur : 3 Kamar Mandi : 2 ...,1100000000.0,3.0,2.0,80.0,105.0,2026-02-15,Sukun,Aman
"Sukun, Malang",Spesifikasi: Luas Tanah : 130 m2 Dimensi : 10x13meter (hook) Luas Bangunan : 60 m2 1 lantai Kamar Tidur : 2 Kamar Mandi : 2 Carport : 1 Hadap : Tim...,Spesifikasi: Luas Tanah : 130 m2 Dimensi : 10x13meter (hook) Luas Bangunan : 60 m2 1 lantai Kamar Tidur : 2 Kamar Mandi : 2 Carport : 1 Hadap : Tim...,880000000.0,2.0,2.0,130.0,60.0,2026-02-15,Sukun,Aman
"Klojen, Malang",Spesifikasi : Luas tanah 196 m²  Luas bangunan 140 m² Kamar tidur 4 Kamar mandi 2 Sertifikat Hak Milik  Air PDAM + Sumur Listrik 1300 watt Hadap ...,Spesifikasi : Luas tanah 196 m²  Luas bangunan 140 m² Kamar tidur 4 Kamar mandi 2 Sertifikat Hak Milik  Air PDAM + Sumur Listrik 1300 watt Hadap ...,3000000000.0,4.0,2.0,196.0,140.0,2026-02-15,Klojen,Aman
"Sukun, Malang",Spesifikasi: Note : Proses Finishing  Legalitas : SHM IMB/PBG : Ready Luas Tanah : 80 m² Luas Bangunan : 105 m²  Kamar Tidur : 3 Kamar Mandi : 2 ...,Spesifikasi: Note : Proses Finishing  Legalitas : SHM IMB/PBG : Ready Luas Tanah : 80 m² Luas Bangunan : 105 m²  Kamar Tidur : 3 Kamar Mandi : 2 ...,1100000000.0,3.0,2.0,80.0,105.0,2026-02-15,Sukun,Aman
"Sukun, Malang",Spesifikasi: Luas Tanah : 130 m2 Dimensi : 10x13meter (hook) Luas Bangunan : 60 m2 1 lantai Kamar Tidur : 2 Kamar Mandi : 2 Carport : 1 Hadap : Tim...,Spesifikasi: Luas Tanah : 130 m2 Dimensi : 10x13meter (hook) Luas Bangunan : 60 m2 1 lantai Kamar Tidur : 2 Kamar Mandi : 2 Carport : 1 Hadap : Tim...,880000000.0,2.0,2.0,130.0,60.0,2026-02-15,Sukun,Aman
"Klojen, Malang",Spesifikasi : Luas tanah 196 m²  Luas bangunan 140 m² Kamar tidur 4 Kamar mandi 2 Sertifikat Hak Milik  Air PDAM + Sumur Listrik 1300 watt Hadap ...,Spesifikasi : Luas tanah 196 m²  Luas bangunan 140 m² Kamar tidur 4 Kamar mandi 2 Sertifikat Hak Milik  Air PDAM + Sumur Listrik 1300 watt Hadap ...,3000000000.0,4.0,2.0,196.0,140.0,2026-02-15,Klojen,Aman
"Sukun, Malang",Spesifikasi: Note : Proses Finishing  Legalitas : SHM IMB/PBG : Ready Luas Tanah : 80 m² Luas Bangunan : 105 m²  Kamar Tidur : 3 Kamar Mandi : 2 ...,Spesifikasi: Note : Proses Finishing  Legalitas : SHM IMB/PBG : Ready Luas Tanah : 80 m² Luas Bangunan : 105 m²  Kamar Tidur : 3 Kamar Mandi : 2 ...,1100000000.0,3.0,2.0,80.0,105.0,2026-02-15,Sukun,Aman
"Lowokwaru, Malang","Rumah 2 Lantai Fully Furnished - Siap Huni di Lokasi Premium Malang  Hunian siap langsung ditempati, desain nyaman dengan furnitur lengkap. Lokasi ...","Rumah 2 Lantai Fully Furnished - Siap Huni di Lokasi Premium Malang  Hunian siap langsung ditempati, desain nyaman dengan furnitur lengkap. Lokasi ...",990000000.0,3.0,2.0,75.0,140.0,2026-02-15,Lowokwaru,Aman
"Pandanwangi, Malang","*Dijual Rumah Modern Semi Furnish di Pandanwangi, Sulfat Malang*  Luas tanah 103 m² Luas bangunan 75 m² Hadap Selatan Kamar tidur 2 Kamar mand...","*Dijual Rumah Modern Semi Furnish di Pandanwangi, Sulfat Malang*  Luas tanah 103 m² Luas bangunan 75 m² Hadap Selatan Kamar tidur 2 Kamar mand...",1050000000.0,2.0,1.0,103.0,75.0,2026-02-15,Blimbing,Aman
"Klojen, Malang",Spesifikasi : Luas tanah 196 m²  Luas bangunan 140 m² Kamar tidur 4 Kamar mandi 2 Sertifikat Hak Milik  Air PDAM + Sumur Listrik 1300 watt Hadap ...,Spesifikasi : Luas tanah 196 m²  Luas bangunan 140 m² Kamar tidur 4 Kamar mandi 2 Sertifikat Hak Milik  Air PDAM + Sumur Listrik 1300 watt Hadap ...,3000000000.0,4.0,2.0,196.0,140.0,2026-02-15,Klojen,Aman
"Lowokwaru, Malang",Spesifikasi : - Legalitas SHM - ⁠Luas tanah 80 m2 - ⁠Luas bangunan 50 m2 - ⁠Kamar tidur 2 - ⁠Kamar mandi 1 - ⁠Listrik 1.300 Kwh - ⁠⁠A...,Spesifikasi : - Legalitas SHM - ⁠Luas tanah 80 m2 - ⁠Luas bangunan 50 m2 - ⁠Kamar tidur 2 - ⁠Kamar mandi 1 - ⁠Listrik 1.300 Kwh - ⁠⁠A...,599000000.0,2.0,1.0,80.0,50.0,2026-02-15,Lowokwaru,Aman
"Klojen, Malang","Turun Harga  Dijual rumah klasik masih original daerah Ijen, Klojen Malang   Luas tanah :880 m²  Luas Bangun : 330 m² Dimensi : 27 x 32,6 m Lanta...","Turun Harga  Dijual rumah klasik masih original daerah Ijen, Klojen Malang   Luas tanah :880 m²  Luas Bangun : 330 m² Dimensi : 27 x 32,6 m Lanta...",35000000000.0,8.0,2.0,880.0,330.0,2026-02-15,Klojen,Aman
"Kedungkandang, Malang",Spesifikasi : Luas tanah : 96 m2 Luas bangunan : 65 m2 Lantai : 1 Kamar tidur : 3 Kamar mandi : 1 Listrik : 2200 VA Air : PDAM Legalitas : SHM Hada...,Spesifikasi : Luas tanah : 96 m2 Luas bangunan : 65 m2 Lantai : 1 Kamar tidur : 3 Kamar mandi : 1 Listrik : 2200 VA Air : PDAM Legalitas : SHM Hada...,1250000000.0,3.0,1.0,96.0,65.0,2026-02-15,Kedungkandang,Aman
"Buring, Malang","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Buring, Malang.  Rumah ini menawarkan kelengkapan fasilita...","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Buring, Malang.  Rumah ini menawarkan kelengkapan fasilita...",290000000.0,2.0,1.0,62.0,36.0,2026-02-15,Kedungkandang,Aman
"Kedungkandang, Malang",Spesifikasi : Luas tanah : 96 m2 Luas bangunan : 65 m2 Lantai : 1 Kamar tidur : 3 Kamar mandi : 1 Listrik : 2200 VA Air : PDAM Legalitas : SHM Hada...,Spesifikasi : Luas tanah : 96 m2 Luas bangunan : 65 m2 Lantai : 1 Kamar tidur : 3 Kamar mandi : 1 Listrik : 2200 VA Air : PDAM Legalitas : SHM Hada...,1250000000.0,3.0,1.0,96.0,65.0,2026-02-15,Kedungkandang,Aman
"Mulyorejo, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Mulyorejo, Malang.  Rumah ini menawarkan lokasi yang strategi...","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Mulyorejo, Malang.  Rumah ini menawarkan lokasi yang strategi...",285000000.0,2.0,1.0,50.0,36.0,2026-02-15,Sukun,Aman
"Bandulan, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Bandulan, Malang.  Rumah ini menawarkan kelengkapan fasilitas...","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Bandulan, Malang.  Rumah ini menawarkan kelengkapan fasilitas...",295000000.0,2.0,1.0,72.0,36.0,2026-02-15,Sukun,Aman
"Tidar, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Tidar, Malang.  Rumah ini menawarkan lokasi yang strategis se...","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Tidar, Malang.  Rumah ini menawarkan lokasi yang strategis se...",400000000.0,2.0,1.0,84.0,36.0,2026-02-15,Sukun,Aman
"Bandulan, Malang","Rumah bergaya minimalist modern di Bandulan.  Dapatkan rumah 1 lantai yang asri ini,  dijual dengan pemandangan indah yang menambah nilai estetika ...","Rumah bergaya minimalist modern di Bandulan.  Dapatkan rumah 1 lantai yang asri ini,  dijual dengan pemandangan indah yang menambah nilai estetika ...",295000000.0,2.0,1.0,12.0,36.0,2026-02-15,Sukun,Aman
"Buring, Malang","Rumah 1 lantai di Buring, Malang.  Dijual rumah di wilayah yang tenang dengan pemandangan pedesaan. Properti 1 lantai bergaya minimalis ini berada ...","Rumah 1 lantai di Buring, Malang.  Dijual rumah di wilayah yang tenang dengan pemandangan pedesaan. Properti 1 lantai bergaya minimalis ini berada ...",330000000.0,2.0,1.0,70.0,36.0,2026-02-15,Kedungkandang,Aman
"Tasikmadu, Malang","Rumah 2 Lantai Fully Furnished - Siap Huni di Lokasi Premium Malang  Hunian siap langsung ditempati, desain nyaman dengan furnitur lengkap. Lokasi ...","Rumah 2 Lantai Fully Furnished - Siap Huni di Lokasi Premium Malang  Hunian siap langsung ditempati, desain nyaman dengan furnitur lengkap. Lokasi ...",990000000.0,3.0,2.0,75.0,140.0,2026-02-15,Lowokwaru,Aman
"Araya, Malang",(RKS515) - Kondisi Rumah Baru (Belum Pernah Dihuni) - ⁠Frontyard View Lapangan Golf - ⁠Private Cluster Favorit   Luas Tanah 240 M² Dimensi 15m...,(RKS515) - Kondisi Rumah Baru (Belum Pernah Dihuni) - ⁠Frontyard View Lapangan Golf - ⁠Private Cluster Favorit   Luas Tanah 240 M² Dimensi 15m...,4900000000.0,4.0,4.0,240.0,300.0,2026-02-15,Blimbing,Aman
"Kedungkandang, Malang",(RKS517) Spesifikasi : Luas Tanah 72 M² Luas Bangunan +-130 M² Lantai 2  Kamar Tidur 3 Kamar Mandi 2  Hadap Selatan  Listrik 1300watt  Air Pdam D...,(RKS517) Spesifikasi : Luas Tanah 72 M² Luas Bangunan +-130 M² Lantai 2  Kamar Tidur 3 Kamar Mandi 2  Hadap Selatan  Listrik 1300watt  Air Pdam D...,900000000.0,3.0,2.0,72.0,130.0,2026-02-15,Kedungkandang,Aman
"Lowokwaru, Malang",(RKS518) Spesifikasi Properti Luas Tanah 92 M² Luas Bangunan 92 M² Jumlah Kamar 6 Jumlah Kamar Mandi 1 Listrik 1300 Watt Air PDAM Dan Sumur Hadap...,(RKS518) Spesifikasi Properti Luas Tanah 92 M² Luas Bangunan 92 M² Jumlah Kamar 6 Jumlah Kamar Mandi 1 Listrik 1300 Watt Air PDAM Dan Sumur Hadap...,900000000.0,6.0,1.0,92.0,92.0,2026-02-15,Lowokwaru,Aman
"Blimbing, Malang","(RKS522) Spesifikasi  Luas Tanah : 96 M² Dimensi : 8x12,5m Luas Bangunan : 170 M² 2 Lantai Kamar Tidur : 4 Kamar Mandi : 2 Air : PDAM  Listrik : ...","(RKS522) Spesifikasi  Luas Tanah : 96 M² Dimensi : 8x12,5m Luas Bangunan : 170 M² 2 Lantai Kamar Tidur : 4 Kamar Mandi : 2 Air : PDAM  Listrik : ...",1400000000.0,4.0,2.0,96.0,170.0,2026-02-15,Blimbing,Aman
"Sawojajar, Malang",Dijual Rumah 2 Lantai Siap Huni dekat Exit Tol di Sawojajar Kota Malang Spesifikasi Legalitas : SHM Luas Tanah : 240 m² Dimensi : 12x20 Luas Bangu...,Dijual Rumah 2 Lantai Siap Huni dekat Exit Tol di Sawojajar Kota Malang Spesifikasi Legalitas : SHM Luas Tanah : 240 m² Dimensi : 12x20 Luas Bangu...,2700000000.0,3.0,2.0,240.0,180.0,2026-02-15,Blimbing,Aman
"Blimbing, Malang",Dijual Rumah 2 Lantai Siap Huni dekat Exit Tol Singosari di Riverside Blimbing Kota Malang Spesifikasi Legalitas : SHM Luas Tanah : 85 m² Luas Ban...,Dijual Rumah 2 Lantai Siap Huni dekat Exit Tol Singosari di Riverside Blimbing Kota Malang Spesifikasi Legalitas : SHM Luas Tanah : 85 m² Luas Ban...,950000000.0,4.0,2.0,85.0,111.0,2026-02-15,Blimbing,Aman
"Araya, Malang","Rumah Dijual di Araya Depan, Pondok Blimbing Indah, Malang Luas tanah 200 m² (10x20) Kuas bangunan 250 m² (+/-) Kamar tidur 4+1 Kamae mandi 3 Ser...","Rumah Dijual di Araya Depan, Pondok Blimbing Indah, Malang Luas tanah 200 m² (10x20) Kuas bangunan 250 m² (+/-) Kamar tidur 4+1 Kamae mandi 3 Ser...",2900000000.0,5.0,3.0,200.0,250.0,2026-02-15,Blimbing,Aman
"Dieng, Malang",Dijual Rumah Siap Huni di Perumahan Puncak Dieng Malang 2 menit ke kampus UB Dieng ⁠akses dekat ke pusat kota Malang ⁠masih ada space luas di b...,Dijual Rumah Siap Huni di Perumahan Puncak Dieng Malang 2 menit ke kampus UB Dieng ⁠akses dekat ke pusat kota Malang ⁠masih ada space luas di b...,2900000000.0,2.0,3.0,378.0,100.0,2026-02-15,Sukun,Aman
"Lowokwaru, Malang","Dijual rumah ikan ikan  Luas Tanah 84 (6x14) m Luas Bangunan 120 m Kamar Tidur 2 Kamar Mandi 1 1300 watt PDAM SHM  Harga 1,4M (nego)  Dekat Univers...","Dijual rumah ikan ikan  Luas Tanah 84 (6x14) m Luas Bangunan 120 m Kamar Tidur 2 Kamar Mandi 1 1300 watt PDAM SHM  Harga 1,4M (nego)  Dekat Univers...",1400000000.0,2.0,1.0,84.0,120.0,2026-02-15,Lowokwaru,Aman
"Klojen, Malang","Rumah Vintage Jual Berada di Lokasi Sangat Strategis di Tengah Kota Malang Dekat MOG, Hotel Aria Gajayana, Pusat Kuliner, Cafe Row Jalan Lebar, Kon...","Rumah Vintage Jual Berada di Lokasi Sangat Strategis di Tengah Kota Malang Dekat MOG, Hotel Aria Gajayana, Pusat Kuliner, Cafe Row Jalan Lebar, Kon...",14900000000.0,6.0,3.0,515.0,258.0,2026-02-15,Klojen,Aman
"Lowokwaru, Malang",*Dijual Rumah Minimalis Dekat Banyak Kampus di Sigura-Gura Kota Malang*  Spesifikasi  - Legalitas : Sertifikat Hak Milik (SHM) - Luas tanah : 117 m...,*Dijual Rumah Minimalis Dekat Banyak Kampus di Sigura-Gura Kota Malang*  Spesifikasi  - Legalitas : Sertifikat Hak Milik (SHM) - Luas tanah : 117 m...,1700000000.0,3.0,2.0,117.0,162.0,2026-02-15,Lowokwaru,Aman
"Lowokwaru, Malang","*Dijual / Disewakan Rumah Terawat Siap Huni Di Jalan Bantaran, Malang*  * HANYA 250 METER DARI JALAN RAYA LETJEN S. PARMAN ✅  Luas Tanah 221 m2 L...","*Dijual / Disewakan Rumah Terawat Siap Huni Di Jalan Bantaran, Malang*  * HANYA 250 METER DARI JALAN RAYA LETJEN S. PARMAN ✅  Luas Tanah 221 m2 L...",2500000000.0,7.0,2.0,221.0,200.0,2026-02-15,Lowokwaru,Aman
"Pandanwangi, Malang","*Dijual Rumah Cakep Minimalis Di Pandanwangi, Sulfat Malang*  Luas Tanah 109 m2 Luas Bangunan 200 m2  Kamar Tidur 4 Kamar Mandi 1 Hadap Timur laut ...","*Dijual Rumah Cakep Minimalis Di Pandanwangi, Sulfat Malang*  Luas Tanah 109 m2 Luas Bangunan 200 m2  Kamar Tidur 4 Kamar Mandi 1 Hadap Timur laut ...",1500000000.0,4.0,1.0,109.0,200.0,2026-02-15,Blimbing,Aman
"Sukun, Malang",Spesifikasi: Luas Tanah : 130 m2 Dimensi : 10x13meter (hook) Luas Bangunan : 60 m2 1 lantai Kamar Tidur : 2 Kamar Mandi : 2 Carport : 1 Hadap : Tim...,Spesifikasi: Luas Tanah : 130 m2 Dimensi : 10x13meter (hook) Luas Bangunan : 60 m2 1 lantai Kamar Tidur : 2 Kamar Mandi : 2 Carport : 1 Hadap : Tim...,880000000.0,2.0,2.0,130.0,60.0,2026-02-15,Sukun,Aman
"Villa Puncak Tidar, Malang","Rumah di Villa Puncak Tidar, hunian nyaman, bangunan terawat.  Spesifikasi Utama Properti:    - Kamar Tidur: 4   - Kamar Mandi: 2   - Sertifikat: H...","Rumah di Villa Puncak Tidar, hunian nyaman, bangunan terawat.  Spesifikasi Utama Properti:    - Kamar Tidur: 4   - Kamar Mandi: 2   - Sertifikat: H...",2400000000.0,5.0,2.0,199.0,110.0,2026-02-15,Sukun,Aman
"Kedungkandang, Malang",Spesifikasi : Luas tanah : 96 m2 Luas bangunan : 65 m2 Lantai : 1 Kamar tidur : 3 Kamar mandi : 1 Listrik : 2200 VA Air : PDAM Legalitas : SHM Hada...,Spesifikasi : Luas tanah : 96 m2 Luas bangunan : 65 m2 Lantai : 1 Kamar tidur : 3 Kamar mandi : 1 Listrik : 2200 VA Air : PDAM Legalitas : SHM Hada...,1250000000.0,3.0,1.0,96.0,65.0,2026-02-15,Kedungkandang,Aman
"Tidar, Malang",Selling point sebelah persis Club House Austinville kualitas bangunan premium full furnished  Spesifikasi : Luas tanah 212 m² Luas bangunan 130 m�...,Selling point sebelah persis Club House Austinville kualitas bangunan premium full furnished  Spesifikasi : Luas tanah 212 m² Luas bangunan 130 m�...,2900000000.0,3.0,3.0,212.0,130.0,2026-02-15,Sukun,Aman
"Lowokwaru, Malang","Dijual rumah 2 lantai full furnish terawat dan siap huni, selangkah dari Suhat Lowokwaru, Malang Legalitas SHM Luas tanah 119m2 Luas bangunan 200m2...","Dijual rumah 2 lantai full furnish terawat dan siap huni, selangkah dari Suhat Lowokwaru, Malang Legalitas SHM Luas tanah 119m2 Luas bangunan 200m2...",2100000000.0,5.0,4.0,119.0,200.0,2026-02-15,Lowokwaru,Aman
